airfoil_name,airfoil_file,reynolds_number,angle_of_attack,cl,cd,cm,cl_cd_ratio
vae_airfoil_1,vae_airfoil_1.dat,750000.0,17,[1.47821449],[0.08044632],[-0.0398948],[18.37516707]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,18,[1.45395959],[0.09856977],[-0.04495215],[14.75056223]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,19,[1.43151836],[0.11485773],[-0.0512123],[12.46340485]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,20,[1.41310633],[0.1301774],[-0.05925471],[10.85523532]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,21,[1.39445152],[0.14856391],[-0.06965934],[9.38620618]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,22,[1.36973246],[0.17006964],[-0.08328977],[8.05395051]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,23,[1.352216],[0.19212777],[-0.10221111],[7.03810808]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,24,[1.33369613],[0.21671625],[-0.12836298],[6.15411223]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,25,[1.26197502],[0.25883071],[-0.15220183],[4.87567724]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,26,[1.22277372],[0.29615118],[-0.17173818],[4.1288835]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,27,[1.24361164],[0.31158078],[-0.18454407],[3.99129763]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,28,[1.2797973],[0.31843529],[-0.19411191],[4.01901841]
vae_airfoil_1,vae_airfoil_1.dat,750000.0,29,[1.31073978],[0.32581233],[-0.2028926],[4.02299013]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-30,[-0.97757325],[0.32107653],[0.12047072],[-3.04467365]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-29,[-0.94993884],[0.31255501],[0.11233227],[-3.0392693]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-28,[-0.92112407],[0.30369087],[0.10397323],[-3.03309764]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-27,[-0.89122828],[0.29452833],[0.09545163],[-3.02595095]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-26,[-0.86033382],[0.28510938],[0.08683092],[-3.01755709]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-25,[-0.82848769],[0.27547691],[0.07817629],[-3.00746693]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-24,[-0.79567353],[0.26567696],[0.06954716],[-2.99489101]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-23,[-0.76177682],[0.2557567],[0.06098548],[-2.97852143]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-22,[-0.7265765],[0.24574795],[0.05250363],[-2.95659234]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-21,[-0.68985691],[0.23561249],[0.04408163],[-2.92793017]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-20,[-0.65182775],[0.22510188],[0.03567378],[-2.895701]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-19,[-0.61459241],[0.21331431],[0.02710571],[-2.88115878]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-18,[-0.58830803],[0.19698312],[0.0173221],[-2.98659106]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-17,[-0.60357618],[0.16874938],[0.00350922],[-3.57676082]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-16,[-0.66431046],[0.13168033],[-0.01185674],[-5.04487238]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-15,[-0.91793604],[0.06885185],[-0.05292202],[-13.33204661]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-14,[-1.02581507],[0.03339948],[-0.0744865],[-30.71350405]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-13,[-1.00549713],[0.02554904],[-0.07341555],[-39.35556749]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-12,[-0.93755722],[0.02120181],[-0.07073364],[-44.22061253]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-11,[-0.84052296],[0.01784824],[-0.07115472],[-47.09276347]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-10,[-0.72836944],[0.01505755],[-0.07376485],[-48.37238747]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-9,[-0.61200741],[0.01279646],[-0.07681601],[-47.82628794]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-8,[-0.49747713],[0.01108882],[-0.07897113],[-44.86296305]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-7,[-0.38723889],[0.00989514],[-0.07922513],[-39.1342446]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-6,[-0.27915228],[0.00906275],[-0.07808735],[-30.80216181]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-5,[-0.16939673],[0.00843995],[-0.07710801],[-20.07082219]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-4,[-0.05850653],[0.00795401],[-0.07687443],[-7.35559863]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-3,[0.05205552],[0.00751622],[-0.0771016],[6.92575704]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-2,[0.16410979],[0.00701808],[-0.07801744],[23.38386692]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,-1,[0.27463115],[0.0061013],[-0.0780966],[45.01189596]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,0,[0.38597257],[0.00582861],[-0.07805656],[66.22038269]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,1,[0.49401802],[0.00587268],[-0.07646149],[84.12137552]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,2,[0.60378643],[0.00613133],[-0.07549124],[98.47568431]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,3,[0.72159663],[0.00651081],[-0.07708227],[110.83062832]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,4,[0.83430454],[0.00693428],[-0.07810186],[120.31602996]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,5,[0.93811013],[0.00756407],[-0.07759863],[124.02192369]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,6,[1.03787337],[0.00872705],[-0.07586255],[118.92600247]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,7,[1.12992563],[0.01075263],[-0.07297223],[105.08361124]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,8,[1.21406457],[0.01343626],[-0.07009155],[90.35735779]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,9,[1.29772085],[0.01563077],[-0.06685448],[83.02345088]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,10,[1.3718447],[0.01794902],[-0.06218515],[76.43006374]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,11,[1.43329247],[0.02063059],[-0.05583047],[69.47415312]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,12,[1.48195884],[0.02403785],[-0.04886936],[61.65105555]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,13,[1.51979008],[0.02873584],[-0.04306494],[52.88830883]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,14,[1.5479223],[0.03526577],[-0.03923625],[43.89305572]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,15,[1.56574863],[0.0441559],[-0.03747706],[35.45955702]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,16,[1.5697518],[0.05549216],[-0.03711194],[28.28781154]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,17,[1.55664914],[0.06953075],[-0.03837188],[22.387923]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,18,[1.52874254],[0.08717797],[-0.0424602],[17.53588215]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,19,[1.49572768],[0.10727651],[-0.04884034],[13.9427324]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,20,[1.46608901],[0.12564656],[-0.05664796],[11.66835771]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,21,[1.43700909],[0.14499001],[-0.0670664],[9.91109016]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,22,[1.40395159],[0.16663732],[-0.08072268],[8.42519312]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,23,[1.39040932],[0.18511522],[-0.09825115],[7.51104796]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,24,[1.41521014],[0.19600257],[-0.11883741],[7.22036536]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,25,[1.38659318],[0.22236807],[-0.13742648],[6.23557677]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,26,[1.34102391],[0.25610314],[-0.15641848],[5.23626498]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,27,[1.29505574],[0.29348594],[-0.17659449],[4.41266699]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,28,[1.28275749],[0.3210481],[-0.1924892],[3.99553057]
vae_airfoil_1,vae_airfoil_1.dat,1000000.0,29,[1.30780923],[0.33200757],[-0.20296657],[3.93909459]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-30,[-0.90567135],[0.31067038],[0.09949302],[-2.91521632]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-29,[-0.87983208],[0.30328718],[0.09200615],[-2.90098667]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-28,[-0.85273634],[0.29560566],[0.0842571],[-2.8847091]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-27,[-0.82449812],[0.28766343],[0.07629243],[-2.86619021]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-26,[-0.79525336],[0.27949081],[0.06817017],[-2.84536497]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-25,[-0.76515786],[0.27110764],[0.05996006],[-2.82233969]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-24,[-0.7343813],[0.26252105],[0.05174183],[-2.79741875]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-23,[-0.70309751],[0.25372532],[0.04360037],[-2.77109712]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-22,[-0.67147267],[0.24470464],[0.03561746],[-2.74401278]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-21,[-0.6396559],[0.2354372],[0.02786102],[-2.71688541]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-20,[-0.60777868],[0.22589743],[0.02037513],[-2.69050726]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-19,[-0.57597065],[0.21605369],[0.01317552],[-2.6658682]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-18,[-0.54439763],[0.20586246],[0.00625483],[-2.64447257]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-17,[-0.51332124],[0.19526413],[-0.00040104],[-2.62885583]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-16,[-0.48316411],[0.184187],[-0.00678932],[-2.62322594]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-15,[-0.45453856],[0.17256694],[-0.01286911],[-2.63398391]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-14,[-0.42818294],[0.16038774],[-0.01855456],[-2.66967364]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-13,[-0.4048296],[0.14773193],[-0.02372244],[-2.74029867]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-12,[-0.38527453],[0.13481032],[-0.0282029],[-2.85790077]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-11,[-0.37108605],[0.12198393],[-0.03170252],[-3.04208955]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-10,[-0.36609458],[0.10984668],[-0.03369156],[-3.3327779]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-9,[-0.37867571],[0.09899233],[-0.03374726],[-3.82530343]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-8,[-0.42263177],[0.08788441],[-0.03250098],[-4.80895018]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-7,[-0.49266741],[0.06959676],[-0.03293914],[-7.07888396]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-6,[-0.50407708],[0.04183303],[-0.03862772],[-12.0497386]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-5,[-0.39775816],[0.03045668],[-0.04247462],[-13.05979978]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-4,[-0.24248557],[0.02474267],[-0.05323943],[-9.8002991]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-3,[-0.07566244],[0.02108605],[-0.06712024],[-3.58827086]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-2,[0.062491],[0.01744031],[-0.06955344],[3.58313547]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,-1,[0.27612976],[0.01764496],[-0.08824339],[15.64921098]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,0,[0.40153497],[0.01739688],[-0.09035405],[23.08085916]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,1,[0.50426282],[0.01756603],[-0.08849702],[28.70671021]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,2,[0.61298555],[0.01807458],[-0.08748598],[33.91424245]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,3,[0.72044002],[0.01862697],[-0.08552798],[38.67725011]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,4,[0.82223075],[0.01897071],[-0.08206608],[43.34210956]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,5,[0.91710985],[0.01915404],[-0.07716671],[47.88075779]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,6,[1.00767561],[0.01950577],[-0.07174537],[51.66038585]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,7,[1.09313739],[0.02024535],[-0.06597682],[53.99449088]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,8,[1.1650262],[0.02170443],[-0.05855647],[53.67688603]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,9,[1.21465234],[0.02475905],[-0.0494685],[49.05892668]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,10,[1.25091642],[0.0294593],[-0.04033469],[42.46252731]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,11,[1.2963854],[0.03516688],[-0.03303675],[36.86381105]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,12,[1.35155466],[0.04185819],[-0.02781782],[32.28889645]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,13,[1.39421235],[0.05010756],[-0.0226803],[27.82439113]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,14,[1.39053402],[0.06075091],[-0.01533194],[22.88910772]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,15,[1.33463445],[0.07582636],[-0.01053581],[17.60119488]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,16,[1.13056229],[0.1220477],[-0.03106673],[9.26328233]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,17,[0.88680158],[0.19946396],[-0.07530668],[4.445924]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,18,[0.92515904],[0.2110051],[-0.08557399],[4.38453406]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,19,[0.95375734],[0.22184973],[-0.09372133],[4.2991143]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,20,[0.98247187],[0.23246378],[-0.10277976],[4.22634396]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,21,[1.01159512],[0.24325207],[-0.11213619],[4.15862905]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,22,[1.04152285],[0.25389992],[-0.12159077],[4.10210003]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,23,[1.07211191],[0.2641508],[-0.13101694],[4.05871158]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,24,[1.10289667],[0.27392057],[-0.14032136],[4.02633753]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,25,[1.13337491],[0.28322405],[-0.14943366],[4.00169025]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,26,[1.16312755],[0.29210652],[-0.15829862],[3.98186102]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,27,[1.1918396],[0.30060971],[-0.16687229],[3.96474084]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,28,[1.21928632],[0.30875952],[-0.17512032],[3.94898367]
vae_airfoil_2,vae_airfoil_2.dat,100000.0,29,[1.24531277],[0.31656343],[-0.1830166],[3.93384915]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-30,[-0.89524791],[0.31014456],[0.09864485],[-2.88655045]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-29,[-0.86932712],[0.30261873],[0.09100537],[-2.87268117]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-28,[-0.84229008],[0.29483113],[0.08315442],[-2.85685595]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-27,[-0.81426444],[0.28681456],[0.07514349],[-2.83899268]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-26,[-0.78539513],[0.2785898],[0.06703276],[-2.81918122]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-25,[-0.75583752],[0.27016238],[0.05888973],[-2.79771561]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-24,[-0.72574519],[0.2615206],[0.05078543],[-2.77509758]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-23,[-0.69525396],[0.25263635],[0.04278773],[-2.75199493]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-22,[-0.66446765],[0.24346988],[0.03495189],[-2.72915753]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-21,[-0.63345541],[0.23397692],[0.02731119],[-2.70734148]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-20,[-0.60227253],[0.22411384],[0.0198722],[-2.68735092]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-19,[-0.57101311],[0.21383608],[0.01262031],[-2.67033103]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-18,[-0.53989229],[0.20308975],[0.00553856],[-2.65839261]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-17,[-0.50933245],[0.19180286],[-0.00136431],[-2.65549974]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-16,[-0.47999865],[0.17988939],[-0.0080285],[-2.6682988]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-15,[-0.45273924],[0.16728484],[-0.0143356],[-2.70639727]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-14,[-0.42852422],[0.15402772],[-0.02011934],[-2.782124]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-13,[-0.40868315],[0.14037974],[-0.02515763],[-2.91126871]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-12,[-0.39558086],[0.12697491],[-0.02910942],[-3.11542544]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-11,[-0.39307616],[0.1147596],[-0.03172358],[-3.42521363]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-10,[-0.4081273],[0.1015618],[-0.03478063],[-4.0185119]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-9,[-0.47945341],[0.07537468],[-0.04584146],[-6.36093472]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-8,[-0.56567598],[0.03610635],[-0.05735628],[-15.66693938]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-7,[-0.45632484],[0.02384435],[-0.06303424],[-19.13765294]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-6,[-0.31140038],[0.01815926],[-0.07268917],[-17.14829589]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-5,[-0.16674956],[0.01479017],[-0.08129643],[-11.27435085]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-4,[-0.03941394],[0.01272634],[-0.08542451],[-3.09703552]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-3,[0.07078408],[0.0113355],[-0.08582409],[6.24445806]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-2,[0.16933786],[0.0095429],[-0.08098732],[17.74490027]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,-1,[0.26208954],[0.00905735],[-0.07506488],[28.93668384]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,0,[0.4059707],[0.00933681],[-0.08142079],[43.48064236]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,1,[0.54874529],[0.00966895],[-0.0884833],[56.7533575]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,2,[0.65749146],[0.0099265],[-0.08862928],[66.23595943]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,3,[0.74731158],[0.01029193],[-0.08470329],[72.61142928]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,4,[0.83530075],[0.01081475],[-0.07995082],[77.23718501]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,5,[0.92498721],[0.01144922],[-0.07522832],[80.79037852]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,6,[1.01281924],[0.01221541],[-0.07036644],[82.91324659]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,7,[1.09334801],[0.01358853],[-0.06476084],[80.4610987]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,8,[1.16182627],[0.01591087],[-0.05773937],[73.02093347]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,9,[1.21561927],[0.01866335],[-0.04944478],[65.13404285]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,10,[1.25762579],[0.02223182],[-0.04056029],[56.568737]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,11,[1.29253388],[0.02682002],[-0.03310666],[48.19287063]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,12,[1.32141065],[0.03248013],[-0.0274199],[40.68366668]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,13,[1.34385961],[0.03948058],[-0.02321025],[34.0384988]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,14,[1.3607165],[0.04783158],[-0.02003773],[28.4480798]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,15,[1.37377292],[0.05705302],[-0.01757418],[24.07888039]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,16,[1.38275538],[0.06692163],[-0.0161666],[20.66230976]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,17,[1.38065159],[0.07861288],[-0.01680464],[17.56266368]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,18,[1.3580906],[0.09446521],[-0.02105785],[14.3766222]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,19,[1.31597343],[0.11524217],[-0.03110628],[11.41920003]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,20,[1.23974156],[0.15078068],[-0.05073893],[8.22215133]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,21,[1.02083503],[0.22971104],[-0.0931409],[4.44399643]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,22,[1.02289458],[0.2521935],[-0.11611141],[4.05599108]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,23,[1.06150007],[0.25896808],[-0.12541057],[4.09896102]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,24,[1.09546607],[0.26737653],[-0.13534246],[4.0970914]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,25,[1.12594669],[0.27660952],[-0.14521272],[4.0705276]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,26,[1.15471479],[0.28576211],[-0.15475183],[4.04082535]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,27,[1.18234312],[0.29456317],[-0.16388936],[4.01388646]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,28,[1.2088906],[0.30295958],[-0.17259903],[3.99027021]
vae_airfoil_2,vae_airfoil_2.dat,250000.0,29,[1.23425066],[0.31095925],[-0.18087237],[3.96917167]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-30,[-0.89076997],[0.31171528],[0.09663479],[-2.8576397]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-29,[-0.86434578],[0.30376231],[0.08886365],[-2.84546748]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-28,[-0.8369974],[0.29556099],[0.0809349],[-2.83189405]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-27,[-0.8088709],[0.28714333],[0.07290534],[-2.81695874]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-26,[-0.7801135],[0.27852573],[0.0648359],[-2.80086693]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-25,[-0.75086],[0.2697054],[0.05678864],[-2.78400067]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-24,[-0.72121507],[0.26065909],[0.04882173],[-2.76689014]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-23,[-0.69123587],[0.25134667],[0.04098255],[-2.75012938]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-22,[-0.66092491],[0.24172073],[0.03330062],[-2.73425001]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-21,[-0.63024778],[0.23173977],[0.02578392],[-2.71963584]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-20,[-0.59918987],[0.22137686],[0.01842435],[-2.70665091]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-19,[-0.56785627],[0.21061348],[0.01121621],[-2.69620091]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-18,[-0.53659451],[0.19941387],[0.00418635],[-2.69085845]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-17,[-0.50608041],[0.18769074],[-0.00257332],[-2.6963526]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-16,[-0.47728938],[0.17530515],[-0.00887818],[-2.72262039]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-15,[-0.45139148],[0.16224675],[-0.01441953],[-2.78212959]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-14,[-0.4299523],[0.14944197],[-0.01864811],[-2.87705197]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-13,[-0.4115195],[0.13975063],[-0.02011097],[-2.94467014]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-12,[-0.4063874],[0.12668274],[-0.02537354],[-3.20791462]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-11,[-0.63906053],[0.05888663],[-0.051002],[-10.85238732]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-10,[-0.72599163],[0.02906515],[-0.06153627],[-24.97808251]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-9,[-0.65194359],[0.0223182],[-0.06311896],[-29.21129632]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-8,[-0.5320537],[0.01756644],[-0.06860278],[-30.28808101]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-7,[-0.39453422],[0.01410824],[-0.07664341],[-27.96480964]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-6,[-0.25501455],[0.01186023],[-0.08397528],[-21.50164492]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-5,[-0.13432837],[0.01053207],[-0.08609343],[-12.75421844]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-4,[-0.03021865],[0.00968286],[-0.08438377],[-3.12084018]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-3,[0.0710536],[0.00893567],[-0.08259967],[7.95167672]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-2,[0.17404508],[0.00772263],[-0.08072109],[22.53702055]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,-1,[0.27187611],[0.00698488],[-0.07716807],[38.92354052]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,0,[0.36897995],[0.00677301],[-0.07323359],[54.47798189]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,1,[0.49682468],[0.00708959],[-0.07638531],[70.07803028]
vae_airfoil_2,vae_airfoil_2.dat,500000.0,2,[0.63133157],[0.00752038],[-0.08175811],[83.94942692]
